customer_id,Node1,Node2,Node3,Node4,Node5,Node6,Node7,Node8,Node9,Node10,Node11,Node12,Node13,Node14,Node15,customer_type,Node17,Node18,Node19,Node20,target_control,outcome
5909,Value3,Value3,Value4,Value2,Value4,Value2,Value4,Value1,Value2,Value3,Value3,Value1,Value3,Value3,Value3,sleeping_dog,Value3,Value3,Value2,Value2,control,positive
5910,Value3,Value1,Value2,Value2,Value2,Value4,Value2,Value4,Value3,Value3,Value4,Value3,Value3,Value1,Value3,lost_cause,Value2,Value2,Value4,Value4,control,negative
5911,Value2,Value1,Value2,Value2,Value4,Value2,Value1,Value3,Value3,Value2,Value3,Value4,Value2,Value1,Value4,sleeping_dog,Value1,Value3,Value1,Value4,control,positive
5912,Value1,Value1,Value1,Value4,Value3,Value4,Value4,Value3,Value3,Value3,Value4,Value3,Value3,Value3,Value1,sure_thing,Value2,Value1,Value4,Value4,target,positive
5913,Value2,Value1,Value1,Value2,Value1,Value2,Value4,Value1,Value4,Value3,Value2,Value1,Value2,Value4,Value4,lost_cause,Value2,Value1,Value3,Value4,target,negative
5914,Value2,Value1,Value2,Value2,Value4,Value2,Value2,Value4,Value4,Value3,Value3,Value1,Value3,Value4,Value1,persuadable,Value4,Value1,Value1,Value1,target,positive
5915,Value2,Value1,Value2,Value2,Value2,Value1,Value4,Value1,Value1,Value2,Value1,Value1,Value2,Value2,Value2,sure_thing,Value3,Value1,Value4,Value3,control,positive
5916,Value1,Value3,Value1,Value4,Value3,Value1,Value4,Value4,Value3,Value3,Value4,Value3,Value4,Value3,Value3,sleeping_dog,Value1,Value4,Value4,Value3,control,positive
5917,Value2,Value1,Value4,Value4,Value2,Value1,Value4,Value3,Value3,Value4,Value3,Value4,Value3,Value3,Value1,persuadable,Value3,Value4,Value3,Value1,target,positive
5918,Value4,Value3,Value4,Value2,Value2,Value1,Value1,Value4,Value4,Value3,Value1,Value1,Value3,Value3,Value2,lost_cause,Value1,Value1,Value1,Value3,target,negative
5919,Value4,Value3,Value4,Value2,Value4,Value2,Value4,Value4,Value2,Value3,Value2,Value3,Value3,Value4,Value1,persuadable,Value1,Value4,Value4,Value3,target,positive
5920,Value3,Value1,Value1,Value2,Value2,Value1,Value2,Value4,Value1,Value3,Value2,Value4,Value2,Value4,Value2,sleeping_dog,Value1,Value4,Value2,Value1,control,positive
5921,Value4,Value1,Value1,Value2,Value4,Value1,Value4,Value1,Value1,Value3,Value4,Value1,Value2,Value4,Value4,sleeping_dog,Value4,Value2,Value1,Value4,control,positive
5922,Value1,Value3,Value2,Value2,Value2,Value1,Value2,Value4,Value4,Value3,Value4,Value2,Value2,Value3,Value2,lost_cause,Value1,Value4,Value2,Value1,control,negative
5923,Value2,Value1,Value2,Value2,Value3,Value3,Value2,Value4,Value3,Value2,Value3,Value1,Value1,Value3,Value1,persuadable,Value4,Value3,Value3,Value3,control,negative
5924,Value4,Value1,Value4,Value2,Value2,Value3,Value4,Value4,Value3,Value4,Value3,Value4,Value3,Value3,Value4,lost_cause,Value4,Value1,Value2,Value4,target,negative
5925,Value4,Value1,Value2,Value2,Value4,Value2,Value2,Value4,Value2,Value3,Value1,Value3,Value3,Value3,Value1,persuadable,Value3,Value2,Value1,Value3,control,negative
5926,Value4,Value1,Value2,Value2,Value3,Value1,Value2,Value2,Value3,Value4,Value2,Value4,Value3,Value2,Value3,sure_thing,Value4,Value2,Value2,Value3,target,positive
5927,Value1,Value1,Value2,Value4,Value3,Value4,Value4,Value4,Value4,Value3,Value2,Value1,Value2,Value4,Value1,persuadable,Value4,Value3,Value1,Value1,control,negative
5928,Value4,Value3,Value2,Value2,Value4,Value3,Value2,Value4,Value1,Value3,Value4,Value4,Value2,Value3,Value2,sleeping_dog,Value4,Value2,Value2,Value1,target,negative
5929,Value2,Value3,Value4,Value2,Value2,Value1,Value2,Value4,Value3,Value3,Value3,Value2,Value3,Value3,Value4,lost_cause,Value4,Value4,Value3,Value1,target,negative
5930,Value4,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value2,Value3,Value1,Value3,Value2,Value3,Value4,sleeping_dog,Value3,Value3,Value4,Value1,target,negative
5931,Value2,Value3,Value3,Value2,Value2,Value4,Value1,Value3,Value4,Value4,Value4,Value2,Value2,Value3,Value4,lost_cause,Value3,Value1,Value3,Value4,target,negative
5932,Value3,Value3,Value4,Value2,Value2,Value1,Value2,Value2,Value1,Value1,Value2,Value3,Value2,Value1,Value3,lost_cause,Value2,Value4,Value2,Value4,target,negative
5933,Value3,Value3,Value2,Value4,Value1,Value2,Value1,Value3,Value2,Value2,Value3,Value2,Value3,Value3,Value1,sleeping_dog,Value2,Value1,Value4,Value2,target,negative
5934,Value4,Value1,Value1,Value2,Value2,Value3,Value2,Value4,Value4,Value3,Value3,Value1,Value4,Value2,Value3,lost_cause,Value3,Value2,Value3,Value3,control,negative
5935,Value1,Value3,Value3,Value4,Value4,Value2,Value1,Value3,Value1,Value3,Value1,Value2,Value2,Value2,Value4,sleeping_dog,Value2,Value2,Value1,Value1,target,negative
5936,Value2,Value1,Value3,Value2,Value1,Value4,Value4,Value1,Value1,Value3,Value1,Value3,Value3,Value2,Value4,lost_cause,Value3,Value3,Value2,Value4,control,negative
5937,Value4,Value3,Value4,Value3,Value3,Value1,Value2,Value2,Value2,Value1,Value3,Value4,Value4,Value4,Value4,sure_thing,Value1,Value2,Value3,Value2,target,positive
5938,Value3,Value1,Value1,Value3,Value4,Value4,Value4,Value1,Value4,Value3,Value3,Value1,Value3,Value4,Value1,persuadable,Value4,Value3,Value4,Value4,control,negative
5939,Value4,Value1,Value2,Value2,Value2,Value1,Value4,Value4,Value2,Value3,Value4,Value1,Value2,Value2,Value4,sleeping_dog,Value4,Value4,Value2,Value1,target,negative
5940,Value3,Value3,Value4,Value2,Value3,Value4,Value2,Value4,Value1,Value1,Value2,Value4,Value2,Value4,Value3,persuadable,Value2,Value2,Value1,Value1,control,negative
5941,Value3,Value1,Value3,Value4,Value4,Value2,Value4,Value1,Value4,Value3,Value3,Value1,Value3,Value3,Value1,sure_thing,Value1,Value3,Value4,Value4,target,positive
5942,Value3,Value3,Value3,Value2,Value1,Value2,Value4,Value1,Value1,Value4,Value4,Value3,Value1,Value3,Value1,sleeping_dog,Value4,Value2,Value2,Value2,target,negative
5943,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value1,Value2,Value2,Value2,Value2,Value4,Value4,lost_cause,Value2,Value3,Value3,Value1,target,negative
5944,Value2,Value1,Value1,Value2,Value2,Value4,Value4,Value4,Value4,Value3,Value4,Value1,Value3,Value1,Value4,sure_thing,Value1,Value4,Value2,Value4,control,positive
5945,Value4,Value3,Value3,Value2,Value2,Value4,Value1,Value1,Value2,Value2,Value3,Value4,Value2,Value3,Value4,persuadable,Value1,Value1,Value4,Value4,control,negative
5946,Value2,Value1,Value1,Value4,Value4,Value2,Value4,Value3,Value3,Value2,Value2,Value4,Value3,Value3,Value4,lost_cause,Value4,Value1,Value3,Value3,control,negative
5947,Value1,Value1,Value4,Value2,Value2,Value4,Value4,Value3,Value3,Value4,Value3,Value1,Value2,Value2,Value2,sleeping_dog,Value3,Value3,Value2,Value4,target,negative
5948,Value3,Value1,Value1,Value2,Value1,Value2,Value1,Value2,Value2,Value2,Value4,Value3,Value1,Value1,Value4,lost_cause,Value1,Value2,Value4,Value2,target,negative
5949,Value1,Value1,Value1,Value2,Value3,Value2,Value1,Value2,Value1,Value2,Value3,Value3,Value2,Value4,Value1,sure_thing,Value1,Value3,Value3,Value4,target,positive
5950,Value4,Value1,Value1,Value2,Value1,Value4,Value1,Value4,Value3,Value1,Value3,Value3,Value2,Value1,Value4,lost_cause,Value4,Value2,Value1,Value2,control,negative
5951,Value3,Value1,Value4,Value4,Value2,Value1,Value1,Value4,Value3,Value3,Value3,Value3,Value2,Value3,Value3,sleeping_dog,Value4,Value3,Value3,Value4,target,negative
5952,Value1,Value3,Value1,Value2,Value4,Value2,Value4,Value1,Value1,Value2,Value3,Value1,Value1,Value2,Value1,persuadable,Value3,Value4,Value3,Value4,target,positive
5953,Value2,Value3,Value1,Value2,Value1,Value2,Value2,Value4,Value4,Value2,Value2,Value3,Value2,Value3,Value1,persuadable,Value1,Value1,Value4,Value4,control,negative
5954,Value3,Value1,Value1,Value4,Value1,Value2,Value4,Value1,Value1,Value3,Value1,Value1,Value2,Value2,Value4,persuadable,Value4,Value3,Value4,Value1,control,negative
5955,Value4,Value1,Value2,Value2,Value4,Value3,Value3,Value2,Value3,Value3,Value2,Value4,Value2,Value4,Value4,lost_cause,Value1,Value2,Value1,Value4,control,negative
5956,Value4,Value2,Value3,Value2,Value1,Value3,Value2,Value4,Value4,Value3,Value4,Value1,Value3,Value1,Value1,sure_thing,Value4,Value1,Value3,Value4,target,positive
5957,Value1,Value1,Value1,Value4,Value2,Value4,Value4,Value4,Value1,Value4,Value2,Value1,Value2,Value3,Value2,lost_cause,Value3,Value4,Value3,Value4,control,negative
5958,Value4,Value1,Value1,Value4,Value4,Value2,Value4,Value3,Value2,Value4,Value4,Value1,Value2,Value3,Value4,sleeping_dog,Value1,Value2,Value2,Value4,target,negative
5959,Value4,Value1,Value1,Value2,Value4,Value3,Value1,Value1,Value3,Value3,Value4,Value4,Value1,Value4,Value1,lost_cause,Value4,Value2,Value1,Value2,control,negative
5960,Value4,Value3,Value3,Value2,Value1,Value1,Value2,Value1,Value2,Value1,Value4,Value2,Value2,Value3,Value1,sleeping_dog,Value2,Value3,Value2,Value4,target,negative
5961,Value1,Value3,Value3,Value2,Value1,Value2,Value1,Value4,Value1,Value4,Value4,Value1,Value3,Value3,Value4,persuadable,Value1,Value2,Value2,Value4,target,positive
5962,Value3,Value1,Value2,Value3,Value3,Value3,Value2,Value4,Value3,Value4,Value3,Value1,Value2,Value1,Value1,sure_thing,Value1,Value4,Value3,Value4,control,positive
5963,Value1,Value3,Value2,Value2,Value2,Value1,Value2,Value4,Value4,Value3,Value4,Value1,Value2,Value3,Value3,sleeping_dog,Value3,Value1,Value3,Value2,control,positive
5964,Value2,Value1,Value2,Value4,Value1,Value2,Value1,Value1,Value4,Value4,Value1,Value1,Value1,Value4,Value1,sure_thing,Value3,Value3,Value1,Value2,control,positive
5965,Value2,Value1,Value2,Value2,Value4,Value3,Value2,Value4,Value3,Value3,Value2,Value1,Value3,Value3,Value4,persuadable,Value2,Value1,Value3,Value1,control,negative
5966,Value2,Value1,Value1,Value2,Value4,Value2,Value4,Value4,Value2,Value2,Value1,Value4,Value4,Value3,Value4,sure_thing,Value2,Value2,Value4,Value1,control,positive
5967,Value4,Value3,Value4,Value2,Value4,Value2,Value1,Value4,Value2,Value4,Value2,Value2,Value3,Value4,Value3,sure_thing,Value3,Value3,Value2,Value4,control,positive
5968,Value4,Value1,Value1,Value2,Value4,Value2,Value1,Value2,Value2,Value4,Value3,Value1,Value4,Value1,Value1,sleeping_dog,Value2,Value2,Value1,Value4,control,positive
5969,Value3,Value1,Value2,Value2,Value4,Value2,Value2,Value4,Value2,Value4,Value4,Value1,Value3,Value3,Value1,persuadable,Value3,Value3,Value4,Value3,target,positive
5970,Value2,Value1,Value1,Value3,Value2,Value1,Value2,Value2,Value2,Value3,Value2,Value4,Value3,Value2,Value3,sure_thing,Value1,Value4,Value2,Value1,target,positive
5971,Value4,Value1,Value2,Value2,Value1,Value4,Value2,Value4,Value2,Value3,Value2,Value1,Value3,Value1,Value1,lost_cause,Value2,Value1,Value2,Value3,control,negative
5972,Value3,Value1,Value2,Value2,Value1,Value2,Value2,Value4,Value2,Value3,Value3,Value2,Value4,Value2,Value1,persuadable,Value4,Value1,Value2,Value4,target,positive
5973,Value2,Value3,Value4,Value2,Value1,Value4,Value1,Value4,Value3,Value2,Value1,Value1,Value4,Value2,Value4,sure_thing,Value1,Value2,Value3,Value2,control,positive
5974,Value3,Value1,Value1,Value3,Value1,Value4,Value2,Value4,Value4,Value2,Value4,Value3,Value2,Value3,Value1,sure_thing,Value1,Value1,Value3,Value1,control,positive
5975,Value4,Value1,Value2,Value2,Value4,Value2,Value2,Value1,Value2,Value4,Value1,Value1,Value2,Value3,Value4,lost_cause,Value3,Value2,Value4,Value2,control,negative
5976,Value2,Value1,Value3,Value2,Value1,Value2,Value1,Value3,Value4,Value3,Value2,Value2,Value4,Value4,Value1,sleeping_dog,Value4,Value4,Value1,Value3,control,positive
5977,Value1,Value2,Value1,Value2,Value3,Value1,Value1,Value4,Value4,Value3,Value4,Value3,Value4,Value1,Value1,persuadable,Value1,Value2,Value2,Value2,control,negative
5978,Value2,Value1,Value1,Value4,Value4,Value2,Value1,Value2,Value3,Value1,Value2,Value1,Value3,Value2,Value4,persuadable,Value3,Value1,Value3,Value3,control,negative
5979,Value3,Value1,Value1,Value2,Value1,Value4,Value2,Value4,Value3,Value4,Value1,Value2,Value2,Value2,Value1,sleeping_dog,Value3,Value2,Value1,Value1,target,negative
5980,Value4,Value1,Value1,Value2,Value3,Value1,Value3,Value2,Value2,Value3,Value3,Value1,Value2,Value2,Value3,sure_thing,Value4,Value1,Value2,Value2,target,positive
5981,Value4,Value1,Value1,Value4,Value3,Value1,Value4,Value4,Value2,Value3,Value2,Value3,Value1,Value1,Value1,persuadable,Value4,Value1,Value2,Value2,control,negative
5982,Value3,Value1,Value2,Value2,Value1,Value1,Value1,Value3,Value3,Value4,Value1,Value2,Value2,Value2,Value4,persuadable,Value1,Value3,Value4,Value1,control,negative
5983,Value2,Value3,Value2,Value4,Value1,Value4,Value1,Value3,Value4,Value3,Value1,Value1,Value3,Value4,Value1,sleeping_dog,Value1,Value4,Value4,Value4,control,positive
5984,Value1,Value1,Value2,Value2,Value1,Value3,Value4,Value2,Value3,Value2,Value4,Value1,Value2,Value3,Value1,persuadable,Value3,Value2,Value1,Value1,target,positive
5985,Value3,Value3,Value2,Value2,Value4,Value2,Value4,Value1,Value1,Value1,Value3,Value1,Value3,Value4,Value4,lost_cause,Value1,Value2,Value1,Value2,target,negative
5986,Value4,Value1,Value2,Value3,Value4,Value2,Value3,Value2,Value2,Value1,Value2,Value4,Value3,Value4,Value1,persuadable,Value3,Value4,Value3,Value3,control,negative
5987,Value4,Value1,Value1,Value2,Value1,Value2,Value1,Value2,Value1,Value1,Value2,Value4,Value2,Value4,Value4,persuadable,Value1,Value2,Value3,Value1,control,negative
5988,Value2,Value3,Value4,Value2,Value4,Value2,Value2,Value3,Value4,Value3,Value3,Value1,Value3,Value3,Value4,lost_cause,Value2,Value1,Value1,Value3,control,negative
5989,Value1,Value1,Value1,Value2,Value4,Value2,Value4,Value4,Value1,Value4,Value1,Value3,Value4,Value1,Value1,persuadable,Value2,Value1,Value4,Value4,target,positive
5990,Value4,Value1,Value4,Value3,Value4,Value3,Value2,Value4,Value4,Value3,Value3,Value1,Value3,Value4,Value4,lost_cause,Value1,Value4,Value4,Value2,target,negative
5991,Value4,Value1,Value2,Value2,Value3,Value4,Value1,Value1,Value2,Value1,Value2,Value1,Value3,Value2,Value4,sleeping_dog,Value3,Value4,Value4,Value1,target,negative
5992,Value2,Value3,Value4,Value4,Value1,Value2,Value1,Value4,Value2,Value4,Value3,Value3,Value4,Value1,Value1,lost_cause,Value2,Value3,Value1,Value3,control,negative
5993,Value4,Value3,Value4,Value2,Value4,Value1,Value1,Value1,Value2,Value1,Value2,Value3,Value4,Value4,Value2,sure_thing,Value4,Value3,Value2,Value3,control,positive
5994,Value2,Value3,Value3,Value2,Value1,Value2,Value4,Value1,Value3,Value2,Value4,Value1,Value2,Value3,Value4,persuadable,Value1,Value1,Value1,Value1,target,positive
5995,Value1,Value1,Value1,Value2,Value4,Value2,Value2,Value3,Value1,Value2,Value2,Value1,Value4,Value4,Value3,sleeping_dog,Value3,Value1,Value2,Value1,target,negative
5996,Value1,Value3,Value4,Value2,Value2,Value2,Value4,Value4,Value1,Value4,Value1,Value3,Value2,Value1,Value4,sleeping_dog,Value1,Value4,Value1,Value1,control,positive
5997,Value2,Value3,Value4,Value2,Value2,Value1,Value2,Value1,Value2,Value3,Value2,Value3,Value4,Value4,Value2,lost_cause,Value1,Value1,Value3,Value1,target,negative
5998,Value1,Value1,Value1,Value3,Value2,Value1,Value4,Value3,Value4,Value4,Value4,Value3,Value2,Value3,Value2,persuadable,Value2,Value3,Value2,Value1,control,negative
5999,Value2,Value2,Value2,Value2,Value2,Value1,Value2,Value4,Value1,Value4,Value1,Value4,Value4,Value3,Value2,sure_thing,Value2,Value2,Value3,Value2,control,positive
6000,Value4,Value2,Value1,Value2,Value2,Value1,Value2,Value3,Value4,Value4,Value2,Value3,Value4,Value3,Value2,persuadable,Value3,Value2,Value3,Value4,target,positive
6001,Value4,Value3,Value1,Value4,Value1,Value4,Value4,Value1,Value2,Value4,Value2,Value1,Value2,Value4,Value3,sure_thing,Value1,Value3,Value4,Value3,control,positive
6002,Value4,Value3,Value2,Value2,Value4,Value3,Value4,Value3,Value3,Value2,Value4,Value1,Value3,Value3,Value2,sleeping_dog,Value4,Value1,Value1,Value1,control,positive
6003,Value1,Value3,Value2,Value2,Value3,Value1,Value4,Value4,Value4,Value4,Value2,Value3,Value3,Value4,Value1,sure_thing,Value3,Value1,Value2,Value3,control,positive
6004,Value3,Value1,Value1,Value2,Value4,Value3,Value2,Value4,Value3,Value4,Value3,Value2,Value3,Value2,Value1,persuadable,Value3,Value3,Value1,Value4,control,negative
6005,Value4,Value1,Value2,Value4,Value1,Value4,Value4,Value4,Value2,Value4,Value2,Value2,Value3,Value2,Value4,sleeping_dog,Value4,Value1,Value1,Value1,target,negative
6006,Value4,Value1,Value1,Value4,Value2,Value4,Value4,Value1,Value2,Value3,Value1,Value3,Value1,Value3,Value3,sure_thing,Value3,Value3,Value3,Value1,target,positive
6007,Value2,Value1,Value1,Value2,Value1,Value4,Value2,Value4,Value4,Value2,Value1,Value1,Value4,Value2,Value1,lost_cause,Value4,Value4,Value4,Value1,target,negative
6008,Value4,Value2,Value1,Value2,Value2,Value4,Value2,Value3,Value3,Value3,Value3,Value3,Value2,Value1,Value4,persuadable,Value3,Value3,Value1,Value4,control,negative
6009,Value4,Value1,Value1,Value3,Value2,Value1,Value4,Value1,Value1,Value3,Value2,Value1,Value2,Value4,Value2,sure_thing,Value1,Value3,Value2,Value2,control,positive
6010,Value2,Value1,Value2,Value2,Value3,Value1,Value2,Value4,Value1,Value4,Value1,Value1,Value3,Value3,Value1,sure_thing,Value1,Value1,Value2,Value4,control,positive
6011,Value1,Value1,Value2,Value2,Value4,Value3,Value1,Value3,Value4,Value3,Value3,Value2,Value3,Value4,Value3,lost_cause,Value1,Value3,Value4,Value1,control,negative
6012,Value1,Value1,Value4,Value2,Value3,Value4,Value2,Value4,Value3,Value4,Value3,Value2,Value2,Value2,Value4,persuadable,Value3,Value4,Value2,Value2,control,negative
6013,Value3,Value3,Value4,Value2,Value1,Value3,Value4,Value2,Value2,Value4,Value4,Value2,Value2,Value3,Value4,sure_thing,Value3,Value2,Value3,Value1,target,positive
6014,Value2,Value1,Value1,Value2,Value4,Value2,Value1,Value3,Value1,Value3,Value4,Value1,Value3,Value3,Value1,sleeping_dog,Value2,Value2,Value1,Value1,target,negative
6015,Value4,Value1,Value1,Value2,Value3,Value4,Value2,Value2,Value4,Value3,Value4,Value2,Value3,Value3,Value1,sure_thing,Value1,Value4,Value4,Value4,target,positive
6016,Value2,Value1,Value1,Value2,Value3,Value4,Value1,Value1,Value2,Value2,Value2,Value3,Value4,Value4,Value2,lost_cause,Value1,Value2,Value1,Value3,control,negative
6017,Value4,Value1,Value2,Value2,Value2,Value1,Value2,Value4,Value4,Value2,Value2,Value1,Value2,Value4,Value2,lost_cause,Value1,Value4,Value1,Value4,target,negative
6018,Value4,Value1,Value4,Value4,Value2,Value3,Value4,Value1,Value3,Value4,Value1,Value2,Value2,Value2,Value4,sure_thing,Value2,Value3,Value2,Value1,control,positive
6019,Value4,Value1,Value1,Value2,Value4,Value1,Value1,Value1,Value4,Value3,Value4,Value3,Value3,Value1,Value4,lost_cause,Value1,Value2,Value2,Value4,target,negative
6020,Value4,Value3,Value3,Value2,Value1,Value1,Value4,Value1,Value1,Value3,Value4,Value2,Value1,Value2,Value4,sleeping_dog,Value3,Value2,Value3,Value2,target,negative
6021,Value4,Value1,Value1,Value2,Value1,Value2,Value4,Value1,Value4,Value2,Value1,Value1,Value4,Value2,Value4,persuadable,Value1,Value4,Value2,Value1,target,positive
6022,Value4,Value1,Value1,Value2,Value1,Value4,Value3,Value2,Value3,Value4,Value3,Value1,Value2,Value1,Value4,sure_thing,Value1,Value3,Value1,Value4,control,positive
6023,Value2,Value1,Value2,Value2,Value4,Value3,Value2,Value4,Value1,Value1,Value1,Value2,Value2,Value1,Value3,sleeping_dog,Value4,Value3,Value1,Value2,control,positive
6024,Value2,Value1,Value4,Value2,Value3,Value3,Value2,Value2,Value2,Value3,Value3,Value2,Value2,Value1,Value1,sure_thing,Value1,Value2,Value3,Value2,target,positive
6025,Value4,Value1,Value2,Value2,Value2,Value1,Value4,Value3,Value2,Value3,Value4,Value3,Value3,Value1,Value3,sure_thing,Value2,Value1,Value2,Value4,control,positive
6026,Value2,Value1,Value2,Value2,Value4,Value3,Value2,Value4,Value2,Value4,Value4,Value3,Value2,Value2,Value4,lost_cause,Value3,Value4,Value4,Value1,control,negative
6027,Value3,Value1,Value1,Value2,Value4,Value2,Value2,Value4,Value1,Value3,Value3,Value2,Value3,Value3,Value4,sure_thing,Value2,Value2,Value1,Value4,control,positive
6028,Value1,Value3,Value4,Value2,Value1,Value1,Value4,Value1,Value3,Value3,Value3,Value1,Value2,Value3,Value4,sleeping_dog,Value3,Value4,Value4,Value3,target,negative
6029,Value4,Value1,Value1,Value3,Value2,Value1,Value2,Value2,Value2,Value4,Value3,Value2,Value2,Value1,Value3,sure_thing,Value1,Value2,Value3,Value4,control,positive
6030,Value4,Value1,Value1,Value2,Value1,Value4,Value4,Value2,Value2,Value2,Value2,Value4,Value4,Value4,Value1,sure_thing,Value1,Value3,Value2,Value3,control,positive
6031,Value4,Value1,Value3,Value2,Value2,Value1,Value4,Value1,Value2,Value3,Value1,Value3,Value3,Value3,Value2,sure_thing,Value1,Value1,Value3,Value3,target,positive
6032,Value4,Value1,Value1,Value4,Value4,Value2,Value4,Value1,Value2,Value1,Value2,Value2,Value3,Value2,Value4,sure_thing,Value4,Value4,Value4,Value1,target,positive
6033,Value4,Value2,Value2,Value2,Value4,Value2,Value1,Value3,Value4,Value3,Value2,Value2,Value2,Value3,Value1,lost_cause,Value3,Value2,Value2,Value4,control,negative
6034,Value2,Value1,Value2,Value3,Value1,Value4,Value4,Value3,Value4,Value3,Value1,Value2,Value1,Value4,Value1,sleeping_dog,Value3,Value4,Value4,Value2,target,negative
6035,Value4,Value1,Value2,Value2,Value4,Value2,Value1,Value3,Value4,Value3,Value3,Value1,Value2,Value4,Value4,sure_thing,Value4,Value2,Value2,Value4,target,positive
6036,Value4,Value1,Value1,Value2,Value4,Value2,Value4,Value1,Value1,Value3,Value3,Value4,Value2,Value2,Value1,persuadable,Value4,Value2,Value3,Value4,target,positive
6037,Value2,Value1,Value4,Value2,Value1,Value1,Value2,Value4,Value4,Value3,Value4,Value1,Value2,Value3,Value1,sleeping_dog,Value1,Value2,Value3,Value1,target,negative
6038,Value2,Value3,Value2,Value4,Value4,Value2,Value1,Value1,Value2,Value3,Value3,Value3,Value2,Value2,Value4,lost_cause,Value2,Value1,Value1,Value4,control,negative
6039,Value4,Value3,Value2,Value4,Value2,Value1,Value4,Value3,Value1,Value3,Value1,Value2,Value2,Value2,Value2,persuadable,Value2,Value1,Value3,Value3,control,negative
6040,Value4,Value1,Value2,Value2,Value1,Value4,Value4,Value3,Value2,Value1,Value4,Value2,Value3,Value1,Value4,persuadable,Value4,Value2,Value3,Value1,target,positive
6041,Value3,Value1,Value2,Value2,Value2,Value1,Value4,Value2,Value1,Value4,Value2,Value1,Value4,Value4,Value2,sure_thing,Value4,Value4,Value2,Value1,target,positive
6042,Value4,Value3,Value2,Value2,Value4,Value2,Value1,Value3,Value2,Value4,Value4,Value1,Value2,Value4,Value4,sleeping_dog,Value1,Value3,Value1,Value1,target,negative
6043,Value2,Value1,Value1,Value2,Value4,Value2,Value2,Value1,Value3,Value3,Value3,Value2,Value2,Value2,Value1,sure_thing,Value2,Value2,Value1,Value2,target,positive
6044,Value2,Value1,Value1,Value2,Value1,Value4,Value2,Value2,Value2,Value2,Value1,Value2,Value4,Value1,Value1,sleeping_dog,Value3,Value4,Value2,Value4,control,positive
6045,Value4,Value3,Value2,Value2,Value2,Value1,Value1,Value1,Value2,Value3,Value3,Value3,Value2,Value4,Value3,sure_thing,Value2,Value3,Value1,Value4,control,positive
6046,Value2,Value3,Value2,Value2,Value2,Value1,Value4,Value3,Value3,Value2,Value4,Value1,Value4,Value1,Value3,lost_cause,Value4,Value2,Value2,Value3,target,negative
6047,Value3,Value1,Value2,Value4,Value1,Value4,Value1,Value3,Value3,Value3,Value2,Value3,Value3,Value3,Value1,sleeping_dog,Value3,Value1,Value2,Value1,control,positive
6048,Value3,Value1,Value2,Value2,Value4,Value2,Value1,Value3,Value1,Value4,Value3,Value4,Value4,Value1,Value3,sure_thing,Value1,Value2,Value1,Value3,target,positive
6049,Value4,Value3,Value4,Value2,Value2,Value4,Value4,Value2,Value4,Value4,Value1,Value2,Value4,Value3,Value3,sure_thing,Value2,Value2,Value2,Value2,control,positive
6050,Value2,Value3,Value2,Value2,Value1,Value2,Value2,Value4,Value4,Value3,Value1,Value2,Value4,Value1,Value3,sleeping_dog,Value4,Value4,Value1,Value1,target,negative
6051,Value4,Value3,Value2,Value3,Value4,Value4,Value4,Value4,Value1,Value3,Value3,Value3,Value1,Value2,Value4,lost_cause,Value4,Value1,Value1,Value2,target,negative
6052,Value3,Value1,Value2,Value4,Value2,Value1,Value1,Value3,Value3,Value2,Value4,Value1,Value2,Value2,Value2,sleeping_dog,Value3,Value1,Value2,Value3,control,positive
6053,Value2,Value1,Value2,Value3,Value2,Value1,Value3,Value4,Value1,Value4,Value2,Value4,Value2,Value2,Value2,sure_thing,Value3,Value4,Value3,Value2,control,positive
6054,Value2,Value1,Value1,Value2,Value3,Value1,Value1,Value3,Value1,Value3,Value3,Value2,Value4,Value2,Value3,lost_cause,Value4,Value3,Value1,Value4,target,negative
6055,Value1,Value2,Value3,Value4,Value2,Value4,Value1,Value3,Value3,Value4,Value4,Value2,Value3,Value3,Value4,lost_cause,Value4,Value3,Value2,Value4,target,negative
6056,Value4,Value1,Value1,Value2,Value1,Value4,Value4,Value1,Value3,Value1,Value3,Value3,Value2,Value4,Value4,persuadable,Value2,Value1,Value1,Value4,target,positive
6057,Value4,Value1,Value2,Value3,Value4,Value3,Value1,Value3,Value3,Value1,Value4,Value1,Value3,Value1,Value1,lost_cause,Value4,Value4,Value2,Value4,target,negative
6058,Value2,Value2,Value4,Value2,Value2,Value1,Value2,Value2,Value4,Value4,Value3,Value3,Value2,Value4,Value3,sure_thing,Value4,Value1,Value1,Value4,control,positive
6059,Value2,Value1,Value2,Value4,Value1,Value2,Value1,Value3,Value1,Value4,Value1,Value4,Value3,Value4,Value1,sleeping_dog,Value2,Value1,Value1,Value1,control,positive
6060,Value2,Value1,Value1,Value3,Value1,Value4,Value4,Value1,Value4,Value3,Value2,Value1,Value2,Value2,Value4,persuadable,Value4,Value2,Value3,Value1,target,positive
6061,Value4,Value1,Value2,Value3,Value2,Value1,Value4,Value2,Value3,Value3,Value1,Value3,Value1,Value2,Value4,sure_thing,Value1,Value3,Value1,Value2,target,positive
6062,Value1,Value1,Value2,Value2,Value4,Value3,Value1,Value1,Value3,Value2,Value1,Value1,Value2,Value2,Value1,lost_cause,Value4,Value3,Value4,Value1,target,negative
